reduce, 1, 10000, 2.4e-05
atomic, 1, 10000, 0.000141
critical, 1, 10000, 0.000186
split, 1, 10000, 6.1e-05
reduce, 1, 10000, 8.5e-05
atomic, 1, 10000, 0.00044
critical, 1, 10000, 0.000576
split, 1, 10000, 6.1e-05
reduce, 1, 10000, 5.9e-05
atomic, 1, 10000, 0.000439
critical, 1, 10000, 0.000602
split, 1, 10000, 6e-05
reduce, 1, 10000, 6e-05
atomic, 1, 10000, 0.00044
critical, 1, 10000, 0.000655
split, 1, 10000, 6.1e-05
reduce, 1, 10000, 6e-05
atomic, 1, 10000, 0.000458
critical, 1, 10000, 0.00072
split, 1, 10000, 4.2e-05
reduce, 1, 10000, 4.2e-05
atomic, 1, 10000, 0.000313
critical, 1, 10000, 0.000406
split, 1, 10000, 4.3e-05
reduce, 1, 10000, 4.2e-05
atomic, 1, 10000, 0.000304
critical, 1, 10000, 0.000402
split, 1, 10000, 4.2e-05
reduce, 1, 10000, 4.3e-05
atomic, 1, 10000, 0.000304
critical, 1, 10000, 0.000398
split, 1, 10000, 4.3e-05
reduce, 1, 10000, 4.2e-05
atomic, 1, 10000, 0.000245
critical, 1, 10000, 0.000306
split, 1, 10000, 3.2e-05
reduce, 1, 10000, 3.2e-05
atomic, 1, 10000, 0.000233
critical, 1, 10000, 0.000334
split, 1, 10000, 3.2e-05
reduce, 2, 10000, 0.000107
atomic, 2, 10000, 0.00104
critical, 2, 10000, 0.000628
split, 2, 10000, 0.000112
reduce, 2, 10000, 0.000103
atomic, 2, 10000, 0.001466
critical, 2, 10000, 0.000574
split, 2, 10000, 0.000115
reduce, 2, 10000, 0.00011
atomic, 2, 10000, 0.000514
critical, 2, 10000, 0.000736
split, 2, 10000, 0.000111
reduce, 2, 10000, 0.000114
atomic, 2, 10000, 0.001034
critical, 2, 10000, 0.000651
split, 2, 10000, 0.000113
reduce, 2, 10000, 0.000108
atomic, 2, 10000, 0.001339
critical, 2, 10000, 0.000773
split, 2, 10000, 0.000106
reduce, 2, 10000, 8.3e-05
atomic, 2, 10000, 0.001386
critical, 2, 10000, 0.000867
split, 2, 10000, 0.000105
reduce, 2, 10000, 0.000106
atomic, 2, 10000, 0.00123
critical, 2, 10000, 0.00062
split, 2, 10000, 0.000103
reduce, 2, 10000, 0.000107
atomic, 2, 10000, 0.000796
critical, 2, 10000, 0.000605
split, 2, 10000, 9.9e-05
reduce, 2, 10000, 8.8e-05
atomic, 2, 10000, 0.000771
critical, 2, 10000, 0.000509
split, 2, 10000, 9.3e-05
reduce, 2, 10000, 9.5e-05
atomic, 2, 10000, 0.000903
critical, 2, 10000, 0.000559
split, 2, 10000, 9.1e-05
reduce, 4, 10000, 0.000117
atomic, 4, 10000, 0.001521
critical, 4, 10000, 0.000918
split, 4, 10000, 0.000133
reduce, 4, 10000, 0.00012
atomic, 4, 10000, 0.001434
critical, 4, 10000, 0.001061
split, 4, 10000, 0.00013
reduce, 4, 10000, 0.000121
atomic, 4, 10000, 0.001347
critical, 4, 10000, 0.001161
split, 4, 10000, 0.000129
reduce, 4, 10000, 0.000121
atomic, 4, 10000, 0.001344
critical, 4, 10000, 0.000959
split, 4, 10000, 0.000121
reduce, 4, 10000, 0.00013
atomic, 4, 10000, 0.001275
critical, 4, 10000, 0.000959
split, 4, 10000, 0.000117
reduce, 4, 10000, 0.00013
atomic, 4, 10000, 0.001356
critical, 4, 10000, 0.00109
split, 4, 10000, 0.000122
reduce, 4, 10000, 0.000357
atomic, 4, 10000, 0.001342
critical, 4, 10000, 0.00098
split, 4, 10000, 0.000129
reduce, 4, 10000, 0.000102
atomic, 4, 10000, 0.001563
critical, 4, 10000, 0.000903
split, 4, 10000, 0.000129
reduce, 4, 10000, 0.00012
atomic, 4, 10000, 0.001532
critical, 4, 10000, 0.001057
split, 4, 10000, 0.000124
reduce, 4, 10000, 0.000129
atomic, 4, 10000, 0.001264
critical, 4, 10000, 0.000995
split, 4, 10000, 0.000112
reduce, 8, 10000, 0.000163
atomic, 8, 10000, 0.001746
critical, 8, 10000, 0.001554
split, 8, 10000, 0.000475
reduce, 8, 10000, 0.000165
atomic, 8, 10000, 0.001319
critical, 8, 10000, 0.002013
split, 8, 10000, 0.000133
reduce, 8, 10000, 0.000151
atomic, 8, 10000, 0.001341
critical, 8, 10000, 0.002011
split, 8, 10000, 0.000136
reduce, 8, 10000, 0.000132
atomic, 8, 10000, 0.001265
critical, 8, 10000, 0.001584
split, 8, 10000, 0.001179
